"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The start type of the Windows Update service was changed from auto start to disabled.","7040","0","16384","4","0","0","-9187343239835811840","106199","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","15936","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/30/2022 6:41:13 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Windows Update service was changed from disabled to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106198","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","580","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/30/2022 6:41:04 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Windows Update service was changed from auto start to disabled.","7040","0","16384","4","0","0","-9187343239835811840","106195","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","15936","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/30/2022 6:23:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Windows Update service was changed from disabled to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106194","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","15936","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/30/2022 6:23:14 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106193","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","6596","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 6:02:15 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106192","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","17424","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 6:00:02 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Windows Update service was changed from auto start to disabled.","7040","0","16384","4","0","0","-9187343239835811840","106186","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","10792","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/30/2022 4:28:05 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106170","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","10880","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 3:05:30 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106169","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","10880","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 3:01:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106159","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","3344","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 12:34:38 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106158","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","6892","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 12:32:34 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106157","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","14080","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 12:29:41 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106128","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","7828","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 11:04:57 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106115","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","18956","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 10:06:31 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106108","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","2532","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 10:04:26 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106073","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","3820","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 7:06:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","106066","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","18812","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 7:03:58 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","106006","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","4884","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 2:05:55 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105999","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","5700","nw48306.nwmissouri.edu","S-1-5-18","10/30/2022 2:03:35 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105924","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","15516","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 8:22:06 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105923","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","13260","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 8:19:49 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105920","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","12500","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 7:28:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105916","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","13280","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 7:26:22 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105822","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","19076","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 12:19:42 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105807","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","18404","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 11:20:00 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105781","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","11096","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 9:21:35 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105771","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","15932","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 9:19:30 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105722","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","17456","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 5:21:40 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105717","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","13796","nw48306.nwmissouri.edu","S-1-5-18","10/29/2022 5:19:15 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105664","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","13160","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 11:53:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105663","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","16536","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 11:51:30 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Windows Update service was changed from disabled to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105662","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","15592","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/28/2022 11:49:50 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Windows Update service was changed from auto start to disabled.","7040","0","16384","4","0","0","-9187343239835811840","105660","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","18552","nw48306.nwmissouri.edu","S-1-5-21-2139973840-800022822-604069369-189058","10/28/2022 11:37:06 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105656","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","12224","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 10:02:01 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105653","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","6252","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 9:59:42 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105647","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","6752","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 9:31:00 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105646","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","6752","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 9:28:38 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105644","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","13352","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 8:07:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105641","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","16836","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 8:05:36 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105625","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","5140","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 7:55:09 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105607","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","8112","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 6:55:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105606","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","11628","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 6:54:29 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105599","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","3952","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 6:52:09 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105527","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","7604","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 1:53:25 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105510","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","16168","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 12:51:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105466","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","11572","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 9:53:15 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105465","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","18764","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 9:51:10 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105450","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","9040","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 8:53:09 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105442","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","9040","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 8:50:55 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105360","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","7240","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 3:11:56 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105358","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","7240","nw48306.nwmissouri.edu","S-1-5-18","10/28/2022 3:09:39 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105303","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","13128","nw48306.nwmissouri.edu","S-1-5-18","10/27/2022 11:49:19 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","105302","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","17740","nw48306.nwmissouri.edu","S-1-5-18","10/27/2022 11:47:06 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","105285","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","872","816","nw48306.nwmissouri.edu","S-1-5-18","10/27/2022 10:19:57 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
